student_index,risk_score,actual_label,rank,feature,shap_value,feature_val,direction
575,0.9781,1,2,Total_Units_Failed,1.0213,16.0,risk
575,0.9781,1,3,Age at enrollment,0.5707,50.0,risk
576,0.9898,1,1,Tuition fees up to date,1.6876,0.0,risk
576,0.9898,1,2,Approval_Rate_Sem2,1.0115,0.0,risk
576,0.9898,1,3,Total_Units_Failed,0.7096,12.0,risk
577,0.1082,0,1,Age at enrollment,0.4376,59.0,risk
577,0.1082,0,2,Approval_Rate_Trend,0.3844,-0.3333,risk
577,0.1082,0,3,Course,0.3801,14.0,risk
578,0.6923,1,1,Total_Units_Failed,0.9153,8.0,risk
578,0.6923,1,2,Approval_Rate_Sem2,0.8306,0.5455,risk
578,0.6923,1,3,Age at enrollment,0.5591,27.0,risk
579,0.0032,0,1,Unemployment rate,0.1508,11.1,risk
579,0.0032,0,2,Scholarship holder,0.136,0.0,risk
579,0.0032,0,3,Curricular units 1st sem (evaluations),0.1279,6.0,risk
580,0.0302,0,1,Course,0.622,14.0,risk
580,0.0302,0,2,Unemployment rate,0.2,13.9,risk
580,0.0302,0,3,Father's occupation,0.1613,43.0,risk
581,0.7517,1,1,Approval_Rate_Sem2,0.8856,0.5,risk
581,0.7517,1,2,Approval_Rate_Sem1,0.379,0.6667,risk
581,0.7517,1,3,Application mode,0.2234,4.0,risk
582,0.0085,0,1,Course,0.354,13.0,risk
582,0.0085,0,2,Father's occupation,0.2152,43.0,risk
582,0.0085,0,3,Unemployment rate,0.1299,12.4,risk
583,0.9386,1,1,Approval_Rate_Sem2,1.3207,0.0,risk
583,0.9386,1,2,Total_Units_Failed,0.9046,10.0,risk
583,0.9386,1,3,Curricular units 2nd sem (approved),0.4417,0.0,risk
584,0.0224,0,1,Previous qualification (grade),0.2487,138.0,risk
584,0.0224,0,2,Unemployment rate,0.1965,15.5,risk
584,0.0224,0,3,Displaced,0.1891,1.0,risk
585,0.0091,0,1,Admission grade,0.2306,129.8,risk
585,0.0091,0,2,Age at enrollment,0.2137,24.0,risk
585,0.0091,0,3,Enrollment_Drop,0.1512,1.0,risk
586,0.0198,1,1,Admission grade,0.2593,135.6,risk
586,0.0198,1,2,Course,0.2426,7.0,risk
586,0.0198,1,3,Scholarship holder,0.1362,0.0,risk
587,0.144,0,1,Father's occupation,0.6901,0.0,risk
587,0.144,0,2,Previous qualification (grade),0.2949,114.0,risk
587,0.144,0,3,Approval_Rate_Sem1,0.2497,0.7143,risk
588,0.8958,1,1,Tuition fees up to date,2.6054,0.0,risk
588,0.8958,1,2,Approval_Rate_Sem2,0.5262,0.5,risk
588,0.8958,1,3,Course,0.3555,14.0,risk
589,0.9546,1,1,Tuition fees up to date,2.4572,0.0,risk
589,0.9546,1,2,Total_Units_Failed,0.6067,6.0,risk
589,0.9546,1,3,Approval_Rate_Sem1,0.4376,0.75,risk
590,0.9278,1,1,Approval_Rate_Sem2,1.1101,0.3333,risk
590,0.9278,1,2,Total_Units_Failed,0.6602,6.0,risk
590,0.9278,1,3,Approval_Rate_Trend,0.3459,-0.3333,risk
591,0.1193,0,1,Approval_Rate_Sem2,0.2643,0.6,risk
591,0.1193,0,2,Scholarship holder,0.111,0.0,risk
591,0.1193,0,3,Mother's occupation,0.094,25.0,risk
592,0.9964,1,1,Tuition fees up to date,2.0173,0.0,risk
592,0.9964,1,2,Approval_Rate_Sem2,0.8172,0.0,risk
592,0.9964,1,3,Total_Units_Failed,0.5781,11.0,risk
593,0.482,0,1,Tuition fees up to date,1.8822,0.0,risk
593,0.482,0,2,Debtor,0.3771,1.0,risk
593,0.482,0,3,Approval_Rate_Trend,0.264,-0.2,risk
594,0.0199,0,1,Scholarship holder,0.1679,0.0,risk
594,0.0199,0,2,Unemployment rate,0.146,15.5,risk
594,0.0199,0,3,Mother's occupation,0.1441,27.0,risk
595,0.0019,0,1,Unemployment rate,0.1534,13.9,risk
595,0.0019,0,2,Displaced,0.0683,1.0,risk
595,0.0019,0,3,GDP,0.0266,0.79,risk
596,0.9571,1,1,Approval_Rate_Sem2,1.2533,0.0,risk
596,0.9571,1,2,Total_Units_Failed,1.009,12.0,risk
596,0.9571,1,3,Age at enrollment,0.4701,29.0,risk
597,0.0078,0,1,Age at enrollment,0.3894,54.0,risk
597,0.0078,0,2,GDP,0.2328,-1.7,risk
597,0.0078,0,3,Scholarship holder,0.1112,0.0,risk
598,0.0038,1,1,Course,0.2269,12.0,risk
598,0.0038,1,2,Curricular units 1st sem (evaluations),0.1505,8.0,risk
598,0.0038,1,3,Application mode,0.081,4.0,risk
599,0.1846,0,1,Approval_Rate_Trend,0.4515,-0.375,risk
599,0.1846,0,2,Age at enrollment,0.3497,25.0,risk
599,0.1846,0,3,Course,0.3182,12.0,risk
600,0.0021,0,1,Admission grade,0.1038,133.0,risk
600,0.0021,0,2,Father's qualification,0.0969,15.0,risk
600,0.0021,0,3,Curricular units 1st sem (evaluations),0.0457,8.0,risk
601,0.0111,0,1,Inflation rate,0.2776,0.6,risk
601,0.0111,0,2,Admission grade,0.261,127.2,risk
601,0.0111,0,3,Unemployment rate,0.2147,11.1,risk
602,0.9681,1,1,Tuition fees up to date,2.12,0.0,risk
602,0.9681,1,2,Age at enrollment,0.5932,29.0,risk
602,0.9681,1,3,Approval_Rate_Trend,0.4779,-0.0635,risk
603,0.035,0,1,Approval_Rate_Sem1,0.3699,0.2,risk
603,0.035,0,2,Application mode,0.2248,4.0,risk
603,0.035,0,3,Curricular units 1st sem (evaluations),0.1642,8.0,risk
604,0.9922,1,1,Tuition fees up to date,1.8826,0.0,risk
604,0.9922,1,2,Approval_Rate_Sem2,0.8488,0.0,risk
604,0.9922,1,3,Father's occupation,0.4108,0.0,risk
605,0.0056,0,1,Unemployment rate,0.1861,11.1,risk
605,0.0056,0,2,Scholarship holder,0.1366,0.0,risk
605,0.0056,0,3,Inflation rate,0.1178,0.6,risk
606,0.0249,0,1,Mother's qualification,0.4599,3.0,risk
606,0.0249,0,2,Course,0.2968,13.0,risk
606,0.0249,0,3,Father's qualification,0.2329,0.0,risk
607,0.0458,0,1,Age at enrollment,0.581,31.0,risk
607,0.0458,0,2,Mother's qualification,0.3256,17.0,risk
607,0.0458,0,3,GDP,0.2304,-1.7,risk
608,0.0035,0,1,Admission grade,0.1157,130.0,risk
608,0.0035,0,2,Curricular units 1st sem (evaluations),0.0992,8.0,risk
608,0.0035,0,3,Scholarship holder,0.0961,0.0,risk
609,0.0241,0,1,Age at enrollment,0.2941,27.0,risk
609,0.0241,0,2,Grade_Drop,0.1983,1.2,risk
609,0.0241,0,3,Inflation rate,0.1492,0.6,risk
610,0.0164,0,1,Tuition fees up to date,1.9646,0.0,risk
610,0.0164,0,2,Curricular units 2nd sem (credited),0.0803,4.0,risk
610,0.0164,0,3,Curricular units 1st sem (credited),0.0774,6.0,risk
611,0.0037,0,1,Curricular units 1st sem (evaluations),0.1449,6.0,risk
611,0.0037,0,2,Displaced,0.0946,1.0,risk
611,0.0037,0,3,Scholarship holder,0.0938,0.0,risk
612,0.0143,0,1,Approval_Rate_Trend,0.2419,-0.2,risk
612,0.0143,0,2,Course,0.2392,13.0,risk
612,0.0143,0,3,Total_Evaluations,0.0674,11.0,risk
613,0.0639,0,1,Age at enrollment,0.2435,26.0,risk
613,0.0639,0,2,Unemployment rate,0.2361,11.1,risk
613,0.0639,0,3,Inflation rate,0.1901,0.6,risk
614,0.0953,0,1,Admission grade,0.29,131.8,risk
614,0.0953,0,2,Age at enrollment,0.2153,35.0,risk
614,0.0953,0,3,Mother's qualification,0.2111,17.0,risk
615,0.3638,1,1,Course,0.5883,13.0,risk
615,0.3638,1,2,Admission grade,0.2191,127.6,risk
615,0.3638,1,3,Inflation rate,0.1979,1.4,risk
616,0.2766,0,1,Approval_Rate_Trend,0.6606,-0.1,risk
616,0.2766,0,2,Father's occupation,0.6507,0.0,risk
616,0.2766,0,3,Mother's occupation,0.6323,0.0,risk
617,0.0057,0,1,Displaced,0.1439,1.0,risk
617,0.0057,0,2,Course,0.0984,10.0,risk
617,0.0057,0,3,Curricular units 1st sem (evaluations),0.0976,7.0,risk
618,0.2577,0,1,Total_Units_Failed,0.865,10.0,risk
618,0.2577,0,2,Approval_Rate_Sem2,0.4098,0.6,risk
618,0.2577,0,3,Approval_Rate_Sem1,0.3586,0.5,risk
619,0.0163,0,1,Father's occupation,0.1866,43.0,risk
619,0.0163,0,2,Avg_Grade,0.1851,11.5833,risk
619,0.0163,0,3,Curricular units 2nd sem (grade),0.1627,11.0,risk
620,0.0426,0,1,Approval_Rate_Trend,0.2533,-0.2,risk
620,0.0426,0,2,Inflation rate,0.1973,0.3,risk
620,0.0426,0,3,Scholarship holder,0.1247,0.0,risk
621,0.9981,1,1,Tuition fees up to date,2.4104,0.0,risk
621,0.9981,1,2,Approval_Rate_Sem2,0.9107,0.0,risk
621,0.9981,1,3,Total_Units_Failed,0.4543,12.0,risk
622,0.0019,0,1,Curricular units 1st sem (evaluations),0.0956,8.0,risk
622,0.0019,0,2,Unemployment rate,0.0761,10.8,risk
622,0.0019,0,3,Displaced,0.0457,1.0,risk
623,0.0065,0,1,Scholarship holder,0.1199,0.0,risk
623,0.0065,0,2,Father's occupation,0.1185,1.0,risk
623,0.0065,0,3,Previous qualification,0.106,9.0,risk
624,0.1159,0,1,Curricular units 2nd sem (grade),0.4469,17.6923,risk
624,0.1159,0,2,Previous qualification (grade),0.4023,110.0,risk
624,0.1159,0,3,Age at enrollment,0.3501,32.0,risk
625,0.9412,1,1,Approval_Rate_Sem2,1.4,0.0,risk
625,0.9412,1,2,Total_Units_Failed,0.9112,10.0,risk
625,0.9412,1,3,Curricular units 2nd sem (approved),0.4235,0.0,risk
626,0.0767,0,1,Approval_Rate_Trend,0.475,-0.125,risk
626,0.0767,0,2,Age at enrollment,0.3117,32.0,risk
626,0.0767,0,3,Previous qualification,0.2019,7.0,risk
627,0.0298,0,1,Tuition fees up to date,2.3161,0.0,risk
627,0.0298,0,2,Gender,0.1038,1.0,risk
627,0.0298,0,3,Previous qualification,0.0797,12.0,risk
628,0.9932,1,1,Tuition fees up to date,2.7327,0.0,risk
628,0.9932,1,2,Approval_Rate_Sem2,0.8382,0.4,risk
628,0.9932,1,3,Total_Units_Failed,0.6047,6.0,risk
629,0.9972,1,1,Tuition fees up to date,2.1574,0.0,risk
629,0.9972,1,2,Approval_Rate_Sem2,0.8464,0.0,risk
629,0.9972,1,3,Total_Units_Failed,0.7244,15.0,risk
630,0.0493,0,1,Approval_Rate_Sem2,0.7704,0.0,risk
630,0.0493,0,2,Curricular units 2nd sem (approved),0.3352,0.0,risk
630,0.0493,0,3,Curricular units 2nd sem (evaluations),0.1787,0.0,risk
631,0.5304,1,1,Approval_Rate_Trend,0.9557,-0.0762,risk
631,0.5304,1,2,Course,0.7106,16.0,risk
631,0.5304,1,3,Age at enrollment,0.5728,28.0,risk
632,0.0078,0,1,Mother's qualification,0.1718,17.0,risk
632,0.0078,0,2,GDP,0.1558,-1.7,risk
632,0.0078,0,3,Unemployment rate,0.1246,12.7,risk
633,0.0789,0,1,Age at enrollment,0.551,28.0,risk
633,0.0789,0,2,Curricular units 2nd sem (grade),0.1984,11.0,risk
633,0.0789,0,3,Scholarship holder,0.1876,0.0,risk
634,0.7223,0,1,Approval_Rate_Sem2,1.1003,0.0,risk
634,0.7223,0,2,Curricular units 2nd sem (approved),0.4529,0.0,risk
634,0.7223,0,3,Mother's qualification,0.4347,17.0,risk
635,0.0161,1,1,Scholarship holder,0.1445,0.0,risk
635,0.0161,1,2,Gender,0.1138,1.0,risk
635,0.0161,1,3,Grade_Drop,0.1121,0.5,risk
636,0.0211,0,1,Approval_Rate_Sem1,0.4216,0.6,risk
636,0.0211,0,2,Admission grade,0.214,129.1,risk
636,0.0211,0,3,Curricular units 1st sem (evaluations),0.1284,7.0,risk
637,0.761,1,1,Approval_Rate_Sem2,1.006,0.0,risk
637,0.761,1,2,Curricular units 2nd sem (approved),0.4692,0.0,risk
637,0.761,1,3,Curricular units 2nd sem (evaluations),0.3799,0.0,risk
638,0.6606,0,1,Approval_Rate_Sem2,1.1524,0.2857,risk
638,0.6606,0,2,Total_Units_Failed,0.7996,7.0,risk
638,0.6606,0,3,Approval_Rate_Trend,0.535,-0.4286,risk
639,0.0128,0,1,GDP,0.1644,-3.12,risk
639,0.0128,0,2,Mother's qualification,0.1117,18.0,risk
639,0.0128,0,3,Scholarship holder,0.0651,0.0,risk
640,0.9937,1,1,Tuition fees up to date,1.7558,0.0,risk
640,0.9937,1,2,Approval_Rate_Sem2,1.1383,0.0,risk
640,0.9937,1,3,Total_Units_Failed,0.7277,15.0,risk
641,0.977,1,1,Tuition fees up to date,2.2984,0.0,risk
641,0.977,1,2,Approval_Rate_Sem2,0.8945,0.0,risk
641,0.977,1,3,Total_Units_Failed,0.4856,8.0,risk
642,0.9239,0,1,Approval_Rate_Sem2,1.1797,0.0,risk
642,0.9239,0,2,Total_Units_Failed,0.6599,9.0,risk
642,0.9239,0,3,Curricular units 2nd sem (approved),0.3958,0.0,risk
643,0.0212,0,1,Admission grade,0.263,130.5,risk
643,0.0212,0,2,Course,0.1859,12.0,risk
643,0.0212,0,3,Displaced,0.1528,1.0,risk
644,0.0091,0,1,Approval_Rate_Trend,0.307,-0.3333,risk
644,0.0091,0,2,Approval_Rate_Sem2,0.2465,0.6667,risk
644,0.0091,0,3,Displaced,0.0723,1.0,risk
645,0.0106,0,1,Admission grade,0.3003,134.3,risk
645,0.0106,0,2,Curricular units 1st sem (evaluations),0.1118,6.0,risk
645,0.0106,0,3,Scholarship holder,0.1117,0.0,risk
646,0.1144,0,1,Inflation rate,0.4183,0.6,risk
646,0.1144,0,2,Unemployment rate,0.2596,11.1,risk
646,0.1144,0,3,Mother's occupation,0.2432,23.0,risk
647,0.0365,0,1,Mother's occupation,0.3155,27.0,risk
647,0.0365,0,2,GDP,0.286,-4.06,risk
647,0.0365,0,3,Unemployment rate,0.219,15.5,risk
648,0.9815,1,1,Approval_Rate_Sem2,1.4512,0.0,risk
648,0.9815,1,2,Total_Units_Failed,0.8169,9.0,risk
648,0.9815,1,3,Curricular units 2nd sem (approved),0.4481,0.0,risk
649,0.0373,0,1,Father's occupation,0.1593,37.0,risk
649,0.0373,0,2,GDP,0.1391,-1.7,risk
649,0.0373,0,3,Approval_Rate_Trend,0.1302,-0.1667,risk
650,0.0964,0,1,Mother's occupation,1.1094,0.0,risk
650,0.0964,0,2,Father's occupation,0.7789,0.0,risk
650,0.0964,0,3,Age at enrollment,0.178,45.0,risk
651,0.782,1,1,Tuition fees up to date,2.4216,0.0,risk
651,0.782,1,2,Approval_Rate_Sem2,0.299,0.6667,risk
651,0.782,1,3,Course,0.2748,14.0,risk
652,0.1563,0,1,Admission grade,0.679,142.0,risk
652,0.1563,0,2,Course,0.5536,14.0,risk
652,0.1563,0,3,Mother's qualification,0.2633,18.0,risk
653,0.0417,0,1,Approval_Rate_Sem2,0.2017,0.6667,risk
653,0.0417,0,2,Admission grade,0.1644,130.0,risk
653,0.0417,0,3,Inflation rate,0.1362,0.5,risk
654,0.0121,1,1,Approval_Rate_Trend,0.4614,-0.0909,risk
654,0.0121,1,2,Previous qualification (grade),0.1386,150.0,risk
654,0.0121,1,3,Curricular units 2nd sem (credited),0.1259,4.0,risk
655,0.0787,0,1,Approval_Rate_Sem2,0.7055,0.4,risk
655,0.0787,0,2,Curricular units 1st sem (evaluations),0.2294,8.0,risk
655,0.0787,0,3,Previous qualification (grade),0.178,117.0,risk
656,0.0397,0,1,Admission grade,0.3623,131.0,risk
656,0.0397,0,2,Mother's qualification,0.2251,18.0,risk
656,0.0397,0,3,Previous qualification (grade),0.1931,137.0,risk
657,0.0048,0,1,Father's qualification,0.1977,0.0,risk
657,0.0048,0,2,Admission grade,0.1818,128.3,risk
657,0.0048,0,3,Unemployment rate,0.1406,15.5,risk
658,0.0134,0,1,Course,0.4113,12.0,risk
658,0.0134,0,2,Age at enrollment,0.3263,28.0,risk
658,0.0134,0,3,Unemployment rate,0.1487,12.4,risk
659,0.0501,0,1,Admission grade,0.308,130.0,risk
659,0.0501,0,2,Age at enrollment,0.2182,39.0,risk
659,0.0501,0,3,Unemployment rate,0.1932,13.9,risk
660,0.022,0,1,Admission grade,0.1751,125.5,risk
660,0.022,0,2,Scholarship holder,0.1391,0.0,risk
660,0.022,0,3,Application mode,0.1084,4.0,risk
661,0.9215,1,1,Approval_Rate_Sem2,1.4007,0.0,risk
661,0.9215,1,2,Total_Units_Failed,1.1716,10.0,risk
661,0.9215,1,3,Curricular units 2nd sem (approved),0.4088,0.0,risk
662,0.0066,0,1,Age at enrollment,0.2939,32.0,risk
662,0.0066,0,2,GDP,0.2115,-3.12,risk
662,0.0066,0,3,Scholarship holder,0.1577,0.0,risk
663,0.0475,0,1,Approval_Rate_Sem1,0.3342,0.6667,risk
663,0.0475,0,2,Approval_Rate_Sem2,0.24,0.6667,risk
663,0.0475,0,3,Curricular units 1st sem (without evaluations),0.1973,2.0,risk
664,0.0077,0,1,Debtor,0.1865,1.0,risk
664,0.0077,0,2,Course,0.1767,14.0,risk
664,0.0077,0,3,Father's qualification,0.1188,0.0,risk
665,0.0104,1,1,Scholarship holder,0.1669,0.0,risk
665,0.0104,1,2,Inflation rate,0.1584,0.5,risk
665,0.0104,1,3,Admission grade,0.1058,133.0,risk
666,0.2559,0,1,Approval_Rate_Sem1,0.4731,0.6667,risk
666,0.2559,0,2,Approval_Rate_Sem2,0.2658,0.6667,risk
666,0.2559,0,3,Previous qualification,0.1902,9.0,risk
667,0.9414,1,1,Approval_Rate_Sem2,1.056,0.4,risk
667,0.9414,1,2,Total_Units_Failed,0.897,8.0,risk
667,0.9414,1,3,Approval_Rate_Sem1,0.3291,0.0,risk
668,0.0026,0,1,Inflation rate,0.1765,0.6,risk
668,0.0026,0,2,Unemployment rate,0.1502,11.1,risk
668,0.0026,0,3,Displaced,0.0647,1.0,risk
669,0.9704,1,1,Approval_Rate_Sem2,1.3774,0.0,risk
669,0.9704,1,2,Total_Units_Failed,0.9141,8.0,risk
669,0.9704,1,3,Curricular units 2nd sem (evaluations),0.6179,0.0,risk
670,0.9961,1,1,Tuition fees up to date,3.0877,0.0,risk
670,0.9961,1,2,Age at enrollment,0.524,26.0,risk
670,0.9961,1,3,GDP,0.4947,-0.92,risk
671,0.0871,0,1,Age at enrollment,0.5393,30.0,risk
671,0.0871,0,2,Course,0.4228,16.0,risk
671,0.0871,0,3,Scholarship holder,0.1738,0.0,risk
672,0.2541,0,1,Approval_Rate_Sem2,0.867,0.0,risk
672,0.2541,0,2,Curricular units 2nd sem (approved),0.401,0.0,risk
672,0.2541,0,3,Financial_Risk_Score,0.3066,1.0,risk
673,0.5046,0,1,Financial_Risk_Score,0.4232,1.0,risk
673,0.5046,0,2,Debtor,0.4021,1.0,risk
673,0.5046,0,3,Approval_Rate_Sem2,0.2837,0.6667,risk
674,0.0162,0,1,Course,0.2432,7.0,risk
674,0.0162,0,2,Admission grade,0.1274,125.6,risk
674,0.0162,0,3,Scholarship holder,0.1233,0.0,risk
675,0.3783,0,1,Approval_Rate_Sem2,0.8691,0.3333,risk
675,0.3783,0,2,Approval_Rate_Trend,0.389,-0.3333,risk
675,0.3783,0,3,Total_Units_Failed,0.3215,6.0,risk
676,0.995,1,1,Approval_Rate_Sem2,1.4318,0.0,risk
676,0.995,1,2,Total_Units_Failed,1.2607,12.0,risk
676,0.995,1,3,Age at enrollment,0.4714,34.0,risk
677,0.0339,0,1,Course,0.3118,13.0,risk
677,0.0339,0,2,Approval_Rate_Sem1,0.2563,0.6667,risk
677,0.0339,0,3,Scholarship holder,0.1082,0.0,risk
678,0.7445,1,1,Tuition fees up to date,2.596,0.0,risk
678,0.7445,1,2,Course,0.4149,16.0,risk
678,0.7445,1,3,Age at enrollment,0.3569,29.0,risk
679,0.0376,0,1,Approval_Rate_Sem2,0.7508,0.0,risk
679,0.0376,0,2,Curricular units 2nd sem (approved),0.313,0.0,risk
679,0.0376,0,3,Mother's occupation,0.2246,27.0,risk
680,0.9976,1,1,Tuition fees up to date,1.6726,0.0,risk
680,0.9976,1,2,Approval_Rate_Sem2,1.0693,0.0,risk
680,0.9976,1,3,Total_Units_Failed,0.7172,10.0,risk
681,0.8152,1,1,Approval_Rate_Sem2,0.8136,0.25,risk
681,0.8152,1,2,Total_Units_Failed,0.7384,12.0,risk
681,0.8152,1,3,GDP,0.3898,-1.7,risk
682,0.0064,0,1,Course,0.3936,13.0,risk
682,0.0064,0,2,Curricular units 1st sem (evaluations),0.177,6.0,risk
682,0.0064,0,3,Displaced,0.1207,1.0,risk
683,0.9904,1,1,Tuition fees up to date,2.2787,0.0,risk
683,0.9904,1,2,Approval_Rate_Sem2,0.8932,0.0,risk
683,0.9904,1,3,Total_Units_Failed,0.5119,10.0,risk
684,0.8882,1,1,Tuition fees up to date,1.8733,0.0,risk
684,0.8882,1,2,Approval_Rate_Sem2,0.7042,0.5,risk
684,0.8882,1,3,Age at enrollment,0.6807,30.0,risk
685,0.0031,0,1,Displaced,0.126,1.0,risk
685,0.0031,0,2,Curricular units 2nd sem (credited),0.1187,4.0,risk
685,0.0031,0,3,Father's qualification,0.091,15.0,risk
686,0.1565,0,1,Course,0.7633,13.0,risk
686,0.1565,0,2,Age at enrollment,0.3965,43.0,risk
686,0.1565,0,3,Admission grade,0.2286,135.6,risk
687,0.0499,1,1,Course,0.3114,16.0,risk
687,0.0499,1,2,Admission grade,0.1409,131.5,risk
687,0.0499,1,3,Scholarship holder,0.1122,0.0,risk
688,0.0311,1,1,Course,0.4139,15.0,risk
688,0.0311,1,2,Previous qualification (grade),0.2474,114.0,risk
688,0.0311,1,3,Father's occupation,0.1984,43.0,risk
689,0.0175,0,1,Mother's occupation,0.7621,0.0,risk
689,0.0175,0,2,Father's occupation,0.7362,0.0,risk
689,0.0175,0,3,Mother's qualification,0.3239,14.0,risk
690,0.4263,0,1,Total_Units_Failed,0.6043,6.0,risk
690,0.4263,0,2,Age at enrollment,0.4149,28.0,risk
690,0.4263,0,3,Approval_Rate_Trend,0.4095,-0.1905,risk
691,0.7026,0,1,Age at enrollment,0.5861,28.0,risk
691,0.7026,0,2,Approval_Rate_Sem1,0.544,0.7857,risk
691,0.7026,0,3,Course,0.4285,16.0,risk
692,0.0115,0,1,Course,0.4247,15.0,risk
692,0.0115,0,2,Unemployment rate,0.1499,12.4,risk
692,0.0115,0,3,Scholarship holder,0.1165,0.0,risk
693,0.9886,1,1,Approval_Rate_Sem2,1.3805,0.0,risk
693,0.9886,1,2,Total_Units_Failed,1.0625,10.0,risk
693,0.9886,1,3,Approval_Rate_Sem1,0.353,0.1667,risk
694,0.9886,1,1,Tuition fees up to date,2.6587,0.0,risk
694,0.9886,1,2,Approval_Rate_Sem2,0.8305,0.1667,risk
694,0.9886,1,3,Total_Units_Failed,0.5753,9.0,risk
695,0.0496,0,1,Approval_Rate_Sem1,0.3648,0.6,risk
695,0.0496,0,2,Course,0.2428,7.0,risk
695,0.0496,0,3,Curricular units 1st sem (evaluations),0.1358,7.0,risk
696,0.0102,0,1,Curricular units 1st sem (without evaluations),0.2723,1.0,risk
696,0.0102,0,2,Scholarship holder,0.1301,0.0,risk
696,0.0102,0,3,Curricular units 1st sem (credited),0.1124,11.0,risk
697,0.0311,0,1,Approval_Rate_Trend,0.2014,-0.3333,risk
697,0.0311,0,2,Admission grade,0.1116,130.0,risk
697,0.0311,0,3,Inflation rate,0.1111,0.5,risk
698,0.1135,0,1,Age at enrollment,0.4021,31.0,risk
698,0.1135,0,2,Inflation rate,0.2946,0.6,risk
698,0.1135,0,3,Admission grade,0.2929,138.8,risk
699,0.0183,0,1,Father's occupation,0.1913,1.0,risk
699,0.0183,0,2,Scholarship holder,0.137,0.0,risk
699,0.0183,0,3,Admission grade,0.1086,130.8,risk
700,0.4167,1,1,Approval_Rate_Sem2,0.8839,0.3333,risk
700,0.4167,1,2,Total_Units_Failed,0.5754,6.0,risk
700,0.4167,1,3,Approval_Rate_Trend,0.448,-0.3333,risk
701,0.4107,1,1,Approval_Rate_Sem2,0.7899,0.0,risk
701,0.4107,1,2,Previous qualification (grade),0.485,188.0,risk
701,0.4107,1,3,Curricular units 2nd sem (approved),0.3096,0.0,risk
702,0.9945,1,1,Tuition fees up to date,2.621,0.0,risk
702,0.9945,1,2,Approval_Rate_Sem2,0.7012,0.3,risk
702,0.9945,1,3,Total_Units_Failed,0.5839,12.0,risk
703,0.0813,0,1,Age at enrollment,0.3853,27.0,risk
703,0.0813,0,2,Debtor,0.3654,1.0,risk
703,0.0813,0,3,Financial_Risk_Score,0.3541,1.0,risk
704,0.0064,0,1,Course,0.3012,14.0,risk
704,0.0064,0,2,Debtor,0.2416,1.0,risk
704,0.0064,0,3,Financial_Risk_Score,0.2287,1.0,risk
705,0.0069,0,1,Mother's qualification,0.1965,17.0,risk
705,0.0069,0,2,Application mode,0.1734,4.0,risk
705,0.0069,0,3,Scholarship holder,0.1476,0.0,risk
706,0.9271,1,1,Approval_Rate_Sem2,1.0656,0.0,risk
706,0.9271,1,2,Total_Units_Failed,0.8986,7.0,risk
706,0.9271,1,3,Grade_Drop,0.5327,11.3333,risk
707,0.7365,0,1,Approval_Rate_Sem2,1.1234,0.3333,risk
707,0.7365,0,2,Total_Units_Failed,0.806,6.0,risk
707,0.7365,0,3,Approval_Rate_Trend,0.4111,-0.3333,risk
708,0.3018,0,1,Approval_Rate_Sem2,0.3166,0.6,risk
708,0.3018,0,2,Approval_Rate_Sem1,0.2933,0.4,risk
708,0.3018,0,3,Age at enrollment,0.2873,37.0,risk
709,0.0497,1,1,Approval_Rate_Trend,0.6243,-0.125,risk
709,0.0497,1,2,Inflation rate,0.3532,0.6,risk
709,0.0497,1,3,Unemployment rate,0.2605,11.1,risk
710,0.9956,1,1,Total_Units_Failed,1.4575,12.0,risk
710,0.9956,1,2,Approval_Rate_Sem2,1.3363,0.0,risk
710,0.9956,1,3,Curricular units 2nd sem (evaluations),0.8027,0.0,risk
711,0.0065,0,1,Approval_Rate_Sem1,0.2913,0.7143,risk
711,0.0065,0,2,Scholarship holder,0.1847,0.0,risk
711,0.0065,0,3,Unemployment rate,0.122,11.1,risk
712,0.9079,1,1,Approval_Rate_Sem2,1.0769,0.0,risk
712,0.9079,1,2,Mother's occupation,0.6981,0.0,risk
712,0.9079,1,3,Total_Units_Failed,0.6358,10.0,risk
713,0.7389,0,1,Approval_Rate_Sem2,1.1318,0.125,risk
713,0.7389,0,2,Total_Units_Failed,0.7554,14.0,risk
713,0.7389,0,3,Curricular units 2nd sem (approved),0.3757,1.0,risk
714,0.005,0,1,Approval_Rate_Sem1,0.2803,0.5714,risk
714,0.005,0,2,Scholarship holder,0.1757,0.0,risk
714,0.005,0,3,Unemployment rate,0.1134,13.9,risk
715,0.997,1,1,Tuition fees up to date,2.449,0.0,risk
715,0.997,1,2,Approval_Rate_Sem2,0.8452,0.2857,risk
715,0.997,1,3,Total_Units_Failed,0.5945,9.0,risk
716,0.3241,0,1,Tuition fees up to date,2.3077,0.0,risk
716,0.3241,0,2,Approval_Rate_Trend,0.3462,-0.125,risk
716,0.3241,0,3,Admission grade,0.3156,125.4,risk
717,0.9961,1,1,Approval_Rate_Sem2,1.3494,0.0,risk
717,0.9961,1,2,Total_Units_Failed,0.9933,12.0,risk
717,0.9961,1,3,Mother's occupation,0.8538,0.0,risk
718,0.2246,0,1,Age at enrollment,0.5167,30.0,risk
718,0.2246,0,2,Course,0.4519,16.0,risk
718,0.2246,0,3,Scholarship holder,0.1885,0.0,risk
719,0.9939,1,1,Tuition fees up to date,2.3608,0.0,risk
719,0.9939,1,2,Approval_Rate_Sem2,1.1534,0.0,risk
